papel,cotacao,pl,pvp,psr,dy,pa,pcg,pebit,pacl,evebit,evebitda,mrgebit,mrgliq,roic,roe,liqc,liq2m,patrliq,divbpatr,c5y
BOVH3,15.71,0.0,6.16,0.0,0.0,4.874,6.9,0.0,6.91,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,1843320000.0,0.0,0.0
BPAC11,24.7,13.24,2.24,0.0,0.026600000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1693,0.0,409706000.0,42262000000.0,0.0,0.457
BPAC3,12.94,20.81,3.52,0.0,0.0169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1693,0.0,92306.4,42262000000.0,0.0,0.457
BPAC5,5.85,9.41,1.59,0.0,0.0374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1693,0.0,57253.7,42262000000.0,0.0,0.457
BPAN4,6.71,12.07,1.12,0.0,0.0040999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0932,0.0,27053100.0,7791630000.0,0.0,0.1748
BPAR3,182.07,9.69,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10529999999999999,0.0,0.0,1699350000.0,0.0,0.0072
BPAT33,20.0,0.0,0.82,0.0,0.35719999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,876492000.0,0.0,0.0
BPHA3,0.62,0.06,-0.24,-20.054,0.0,0.995,-0.38,0.78,-0.2,1.6,1.43,-25.8169,-336.525,4.0100999999999996,-4.025,0.06,0.0,-292294000.0,-0.26,-0.5339
BPIA3,6.1,5.64,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1884,0.0,0.0,77395000.0,0.0,0.1341
BPNM3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0932,0.0,0.0,7791630000.0,0.0,0.1748
BRAP3,26.12,1.73,1.31,0.0,0.1079,1.295,12.88,-472.32,12.89,-433.55,-433.55,0.0,0.0,-0.0031,0.7582,9.56,3788370.0,7833580000.0,0.0,0.0
BRAP4,29.41,1.95,1.48,0.0,0.1054,1.458,14.5,-531.81,14.52,-493.04,-493.04,0.0,0.0,-0.0031,0.7582,9.56,143149000.0,7833580000.0,0.0,0.0
BRBI11,11.2,8.15,1.52,0.807,0.0882,0.177,1.53,4.82,1.68,1.3,1.29,0.1674,0.099,2.3116,0.187,1.13,1163570.0,771376000.0,7.34,0.0
BRFS3,7.52,-6.11,0.68,0.154,0.0,0.138,1.36,7.22,-0.43,20.79,5.84,0.021400000000000002,-0.023700000000000002,0.0319,-0.11109999999999999,1.28,152082000.0,12000400000.0,2.0,0.1425
BRGE11,9.0,8.44,0.51,166.286,0.042,0.199,0.59,-0.96,1.4,1.06,1.07,-173.13400000000001,29.1714,-0.3555,0.060899999999999996,2.33,1688.51,1290420000.0,0.0,-0.40270000000000006
BRGE12,9.0,8.44,0.51,166.286,0.0,0.199,0.59,-0.96,1.4,1.06,1.07,-173.13400000000001,29.1714,-0.3555,0.060899999999999996,2.33,7630.63,1290420000.0,0.0,-0.40270000000000006
BRGE3,9.65,9.05,0.55,178.295,0.0,0.213,0.63,-1.03,1.5,0.99,1.0,-173.13400000000001,29.1714,-0.3555,0.060899999999999996,2.33,1739.3,1290420000.0,0.0,-0.40270000000000006
BRGE5,11.53,10.81,0.66,213.03,0.0,0.255,0.75,-1.23,1.79,0.79,0.8,-173.13400000000001,29.1714,-0.3555,0.060899999999999996,2.33,442.33,1290420000.0,0.0,-0.40270000000000006
BRGE6,12.01,11.26,0.69,221.899,0.063,0.265,0.78,-1.28,1.87,0.73,0.74,-173.13400000000001,29.1714,-0.3555,0.060899999999999996,2.33,144.4,1290420000.0,0.0,-0.40270000000000006
BRGE7,5.4,5.06,0.31,99.771,0.0817,0.119,0.35,-0.58,0.84,1.44,1.46,-173.13400000000001,29.1714,-0.3555,0.060899999999999996,2.33,0.0,1290420000.0,0.0,-0.40270000000000006
BRGE8,9.26,8.68,0.53,171.089,0.034,0.205,0.6,-0.99,1.44,1.03,1.04,-173.13400000000001,29.1714,-0.3555,0.060899999999999996,2.33,3214.47,1290420000.0,0.0,-0.40270000000000006
BRIT3,2.65,37.43,0.87,1.305,0.0004,0.38,3.16,7.74,-1.33,11.88,4.63,0.1685,0.0349,0.06509999999999999,0.0233,1.76,1543640.0,1362930000.0,0.97,0.0
BRIV3,9.31,6.94,0.49,0.0,0.0058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.0,20581.8,1676120000.0,0.0,0.5995
BRIV4,9.15,6.82,0.48,0.0,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.0,31070.4,1676120000.0,0.0,0.5995
BRKM3,24.17,10.11,2.22,0.182,0.0702,0.209,1.44,1.49,-0.41,3.17,2.33,0.122,0.014499999999999999,0.198,0.2193,1.53,463852.0,8689360000.0,4.12,0.2027
BRKM5,23.75,9.94,2.18,0.179,0.07139999999999999,0.205,1.42,1.47,-0.4,3.14,2.31,0.122,0.014499999999999999,0.198,0.2193,1.53,80111500.0,8689360000.0,4.12,0.2027
BRKM6,25.5,10.67,2.34,0.192,0.0,0.22,1.52,1.58,-0.43,3.25,2.39,0.122,0.014499999999999999,0.198,0.2193,1.53,5254.47,8689360000.0,4.12,0.2027
BRML3,8.56,13.08,0.64,5.188,0.0063,0.386,8.57,8.03,-1.27,10.52,9.76,0.6456999999999999,0.4436,0.0516,0.049,2.1,116012000.0,11071900000.0,0.31,0.0038
BRPR3,6.29,-1.99,0.66,8.574,0.39399999999999996,0.458,1.44,14.35,1.67,6.91,6.86,0.5975,-4.3129,0.04190000000000001,-0.3344,2.19,14621500.0,4485840000.0,0.0,-0.057800000000000004
BRSR3,10.91,6.27,0.5,0.0,0.0808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,0.0,60687.5,9004730000.0,0.0,0.026699999999999998
BRSR4,181.1,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,0.0,0.0,9004730000.0,0.0,0.026699999999999998
BRSR5,16.13,9.27,0.73,0.0,0.0554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,0.0,1195.74,9004730000.0,0.0,0.026699999999999998
BRSR6,9.86,5.67,0.45,0.0,0.0894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,0.0,20695100.0,9004730000.0,0.0,0.026699999999999998
BRTP3,35.71,-67.26,2.45,1.168,0.0,0.684,8.98,6.03,-2.4,7.55,7.55,0.1937,-0.0296,0.1341,-0.0364,1.29,0.0,5302340000.0,0.91,0.0366
BRTP4,20.81,-39.19,1.43,0.681,0.0,0.399,5.23,3.51,-1.4,5.03,5.03,0.1937,-0.0296,0.1341,-0.0364,1.29,0.0,5302340000.0,0.91,0.0366
BSCT3,4.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09050000000000001,0.0,0.0,212960000.0,0.0,0.0192
BSCT5,3.5,30.51,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09050000000000001,0.0,0.0,212960000.0,0.0,0.0192
BSCT6,2.58,22.49,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09050000000000001,0.0,0.0,212960000.0,0.0,0.0192
BSEV3,9.0,56.31,-10.76,0.889,0.0,0.776,-1.59,4.4,-1.02,7.59,3.7,0.20190000000000002,0.0158,0.2066,-0.1912,0.39,0.0,-853187000.0,-8.95,0.0712
BSGR3,1091.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSLI3,17.65,15.04,3.01,0.0,0.0593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1998,0.0,913.19,2131890000.0,0.0,0.0002
BSLI4,13.7,11.68,2.33,0.0,0.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1998,0.0,5447.12,2131890000.0,0.0,0.0002
BTTL3,20.19,10.68,7.92,0.546,0.0,1.535,19.75,9.55,-5.67,9.95,7.79,0.0571,0.051100000000000007,0.2256,0.7412000000000001,1.17,395854.0,37891000.0,1.12,0.3972
BUET3,24.99,-5.46,-0.97,1.961,0.0,0.572,-0.67,-13.13,-0.39,-22.6,-36.32,-0.1493,-0.3593,-0.059500000000000004,0.1779,0.11,0.0,-124674000.0,-0.7,0.0455
BUET4,18.49,-4.04,-0.72,1.451,0.0,0.423,-0.5,-9.72,-0.29,-19.18,-30.83,-0.1493,-0.3593,-0.059500000000000004,0.1779,0.11,0.0,-124674000.0,-0.7,0.0455
CAFE3,2.0,0.02,-0.01,0.283,0.0,0.015,-0.01,-0.53,-0.01,-45.67,-53.96,-0.5307,21.638,-0.0281,-0.6417,0.02,0.0,-377387000.0,-0.98,-0.113
CAFE4,0.5,0.0,-0.0,0.071,0.0,0.004,-0.0,-0.13,-0.0,-45.27,-53.49,-0.5307,21.638,-0.0281,-0.6417,0.02,0.0,-377387000.0,-0.98,-0.113
CALI3,8.25,6.15,1.56,0.32,0.0524,0.137,0.39,3.82,-0.43,13.41,12.89,0.0836,0.052000000000000005,0.043899999999999995,0.25329999999999997,2.44,2509.51,19711000.0,5.34,1.2216
CALI4,50.0,37.26,9.44,1.937,0.0086,0.829,2.38,23.17,-2.58,32.76,31.49,0.0836,0.052000000000000005,0.043899999999999995,0.25329999999999997,2.44,0.0,19711000.0,5.34,1.2216
CAMB3,6.3,4.25,1.68,0.659,0.030600000000000002,0.698,4.9,2.99,-6.74,4.14,3.75,0.2206,0.15560000000000002,0.2614,0.3948,1.42,373656.0,158791000.0,0.7,0.0947
CAMB4,6.25,4.22,1.66,0.654,0.0,0.693,4.86,2.96,-6.68,4.11,3.73,0.2206,0.15560000000000002,0.2614,0.3948,1.42,0.0,158791000.0,0.7,0.0947
CAML3,8.46,6.71,1.05,0.316,0.0436,0.358,1.13,5.34,-6.98,9.88,7.32,0.0592,0.0472,0.09480000000000001,0.15689999999999998,2.08,9573490.0,2892640000.0,1.39,0.22760000000000002
CASH3,1.26,-16.67,1.4,2.983,0.0,0.824,2.32,-6.33,3.11,-1.98,-2.11,-0.47130000000000005,-0.2257,-0.30920000000000003,-0.0842,2.13,47024900.0,776485000.0,0.0,0.7533
CASN3,12.81,124.73,6.58,9.121,0.0025,2.874,-114.37,59.75,-6.52,67.09,41.28,0.1527,0.0731,0.0504,0.0528,0.83,0.0,1847580000.0,0.85,0.0828
CBAV3,10.58,4.12,1.16,0.679,0.0362,0.5,2.19,4.0,-3.06,4.91,3.71,0.1699,0.1779,0.157,0.2822,2.42,43719300.0,5423400000.0,0.57,0.0
CBEE3,13.49,-31.8,0.68,0.392,0.0060999999999999995,0.194,-1.35,2.66,-0.37,6.59,4.53,0.1477,-0.0123,0.0796,-0.0215,0.58,612.95,4749900000.0,1.05,0.1148
CBMA3,0.01,0.02,-0.0,2.514,0.0,0.007,-0.72,0.76,-0.0,12808.1,4129.17,3.2966,-167.481,0.009300000000000001,-0.0032,0.68,0.0,-19405600000.0,-0.89,0.38299999999999995
CCHI3,0.02,0.0,-0.01,0.0,0.0,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160477000.0,0.0,0.2036
CCIM3,5.52,-16.44,0.94,0.498,0.0,0.198,0.53,8.96,-1.09,25.04,38.84,0.0555,-0.030299999999999997,0.023799999999999998,-0.0575,2.58,0.0,660347000.0,1.93,0.2998
CCRO3,11.1,5.32,1.82,1.216,0.034300000000000004,0.446,5.49,2.39,-0.91,4.56,3.68,0.5089,0.22820000000000001,0.2289,0.3419,1.47,142879000.0,12334300000.0,2.36,0.1371
CCTU4,37.28,7.65,0.92,0.307,0.0,0.405,2.29,14.56,-28.32,21.77,21.77,0.021,0.04,0.0296,0.1207,1.48,0.0,82550000.0,0.48,0.12539999999999998
CCXC3,1.16,-0.48,-0.04,0.0,0.0,0.185,0.0,-0.65,0.0,-0.52,-0.52,0.0,0.0,0.0,0.0785,0.0,0.0,-52699000.0,0.0,0.0
CEAB3,2.17,-11.61,0.24,0.11,0.0,0.074,0.81,12.46,-0.31,33.8,4.48,0.0088,-0.009399999999999999,0.0085,-0.0207,1.25,13060800.0,2785870000.0,0.86,0.2253
CEBR3,10.74,3.96,0.8,1.958,0.3298,0.573,1.3,4.26,1.38,1.43,1.35,0.4596,0.6868000000000001,0.22210000000000002,0.203,6.9,73151.6,962556000.0,0.0,-0.43320000000000003
CEBR5,10.63,3.92,0.8,1.938,0.3332,0.568,1.29,4.22,1.36,1.38,1.31,0.4596,0.6868000000000001,0.22210000000000002,0.203,6.9,32385.5,962556000.0,0.0,-0.43320000000000003
CEBR6,10.17,3.75,0.76,1.854,0.3831,0.543,1.23,4.03,1.3,1.2,1.13,0.4596,0.6868000000000001,0.22210000000000002,0.203,6.9,151137.0,962556000.0,0.0,-0.43320000000000003
CEDO3,6.35,-3.03,0.54,0.052,0.0,0.068,-0.74,1.2,-0.21,5.54,4.06,0.0436,-0.023,0.0733,-0.17800000000000002,0.86,560.65,117761000.0,2.11,0.174
CEDO4,4.0,-1.91,0.34,0.033,0.0,0.043,-0.47,0.76,-0.13,5.1,3.73,0.0436,-0.023,0.0733,-0.17800000000000002,0.86,6156.63,117761000.0,2.11,0.174
CEEB3,36.9,6.0,1.73,0.676,0.1747,0.372,11.16,2.87,-0.67,6.54,5.37,0.2352,0.11259999999999999,0.14300000000000002,0.2876,1.17,54266.9,5601000000.0,2.45,0.1724
CEEB5,31.33,5.1,1.47,0.574,0.2057,0.316,9.47,2.44,-0.57,6.11,5.01,0.2352,0.11259999999999999,0.14300000000000002,0.2876,1.17,492.28,5601000000.0,2.45,0.1724
CEED3,38.89,10.39,-0.96,0.578,0.0,0.427,1113.38,5.53,-0.38,9.81,7.3,0.10439999999999999,0.0556,0.09390000000000001,-0.0922,1.0,1719.35,-2772020000.0,-0.95,0.6823999999999999
CEED4,35.0,9.35,-0.86,0.52,0.0,0.384,1002.01,4.98,-0.34,9.26,6.89,0.10439999999999999,0.0556,0.09390000000000001,-0.0922,1.0,81.4,-2772020000.0,-0.95,0.6823999999999999
CEGR3,89.0,47.73,17.56,3.969,0.008,5.62,511.92,24.99,-14.65,25.93,22.49,0.1588,0.0832,0.2887,0.368,1.04,0.0,1315720000.0,0.94,0.0557
CELM3,15.0,-0.67,-0.16,0.257,0.0,0.132,-0.21,-1.02,-0.1,-4.26,-4.26,-0.2514,-0.3836,-0.156,0.2341,0.44,0.0,-11104000.0,-0.66,0.057999999999999996
CEPE3,128.0,115.06,6.73,1.195,0.0,0.711,5.91,9.35,-1.19,15.63,11.52,0.1278,0.0104,0.0894,0.058499999999999996,1.68,0.0,1420000000.0,5.4,0.1456
CEPE5,40.12,36.07,2.11,0.375,0.1066,0.223,1.85,2.93,-0.37,9.21,6.78,0.1278,0.0104,0.0894,0.058499999999999996,1.68,93.3,1420000000.0,5.4,0.1456
CEPE6,43.0,38.65,2.26,0.402,0.1094,0.239,1.98,3.14,-0.4,9.42,6.94,0.1278,0.0104,0.0894,0.058499999999999996,1.68,100.0,1420000000.0,5.4,0.1456
CESP3,25.55,25.75,1.1,3.611,0.0,0.581,61.5,7.04,-1.48,8.25,6.05,0.5129,0.1402,0.0867,0.042800000000000005,1.13,0.0,7583450000.0,0.27,0.1153
CESP4,16.29,0.02,0.0,0.002,0.0,0.0,0.04,0.0,-0.0,1.21,0.89,0.5129,0.1402,0.0867,0.042800000000000005,1.13,0.0,7583450000.0,0.27,0.1153
CESP5,25.0,25.2,1.08,3.534,0.0,0.568,60.18,6.89,-1.45,8.09,5.94,0.5129,0.1402,0.0867,0.042800000000000005,1.13,0.0,7583450000.0,0.27,0.1153
CESP6,25.25,25.45,1.09,3.569,0.0,0.574,60.78,6.96,-1.46,8.16,5.99,0.5129,0.1402,0.0867,0.042800000000000005,1.13,0.0,7583450000.0,0.27,0.1153
CFLU4,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0888,0.1072,0.17679999999999998,0.3215,1.1,0.0,60351000.0,0.06,0.0814
CGAS3,121.01,9.36,9.64,0.975,0.1148,1.238,7.64,5.76,-2.72,7.65,6.51,0.16920000000000002,0.1042,0.2846,1.0302,1.64,35896.9,1663730000.0,4.04,0.2278
CGAS5,129.99,10.05,10.35,1.047,0.1175,1.33,8.2,6.19,-2.92,8.07,6.88,0.16920000000000002,0.1042,0.2846,1.0302,1.64,458774.0,1663730000.0,4.04,0.2278
CGOS3,26.2,-4.85,1.89,0.509,0.0,0.167,-0.83,-256.6,-0.25,-570.29,-570.29,-0.002,-0.1048,-0.0008,-0.39020000000000005,0.54,0.0,453387000.0,2.48,0.0897
CGOS4,16.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.16,-0.0,-313.85,-313.85,-0.002,-0.1048,-0.0008,-0.39020000000000005,0.54,0.0,453387000.0,2.48,0.0897
CGRA3,28.21,4.71,0.67,0.808,0.1202,0.484,1.83,4.41,3.08,3.7,3.17,0.1833,0.17190000000000003,0.1329,0.1433,2.51,60190.0,809426000.0,0.0,0.10679999999999999
CGRA4,26.5,4.42,0.63,0.759,0.12789999999999999,0.455,1.72,4.14,2.89,3.43,2.94,0.1833,0.17190000000000003,0.1329,0.1433,2.51,425087.0,809426000.0,0.0,0.10679999999999999
CIEL3,5.18,9.91,1.3,1.783,0.0483,0.136,1.11,7.14,86.47,8.81,6.11,0.24989999999999998,0.18,0.0707,0.1308,1.16,149115000.0,10854700000.0,0.61,-0.10830000000000001
CIQU3,12.49,6.63,1.05,0.413,0.0,0.515,3.33,4.25,7.55,7.5,5.23,0.09720000000000001,0.0622,0.127,0.15869999999999998,1.36,0.0,296175000.0,0.84,0.1623
CLAN3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0105,0.0,0.0,1012240000.0,0.0,-0.6396000000000001
CLAN4,3.0,-44.92,0.47,15.151,0.0,0.406,-15.5,-82.56,-6.36,-97.43,22.68,-0.18350000000000002,-0.3373,-0.005,-0.0105,0.73,0.0,1012240000.0,0.08,-0.6396000000000001
CLSA3,5.97,-12.96,1.52,2.29,0.0,1.217,2.04,-8.34,2.23,-5.01,-6.17,-0.2746,-0.17670000000000002,-0.3513,-0.11699999999999999,5.03,3476410.0,740258000.0,0.1,0.0
CLSC3,50.9,3.74,0.67,0.191,0.0382,0.163,-9.96,2.93,-0.35,4.61,3.26,0.06509999999999999,0.051,0.0696,0.1791,0.95,38077.7,2933340000.0,0.87,0.0953
CLSC4,54.7,4.02,0.72,0.205,0.047599999999999996,0.176,-10.7,3.15,-0.38,4.83,3.42,0.06509999999999999,0.051,0.0696,0.1791,0.95,239920.0,2933340000.0,0.87,0.0953
CLSC5,39.01,2.86,0.51,0.146,0.0,0.125,-7.63,2.24,-0.27,3.93,2.78,0.06509999999999999,0.051,0.0696,0.1791,0.95,0.0,2933340000.0,0.87,0.0953
CLSC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2933340000.0,0.0,0.0953
CMET4,3.91,8.1,5.38,3.068,0.0,3.136,9.47,5.72,27.2,5.34,5.34,0.5363,0.4303,0.8140000000000001,0.664,2.64,0.0,2847970000.0,0.18,0.3018
CMIG3,16.83,10.15,1.76,1.06,0.0669,0.68,11.82,7.6,-1.98,8.96,7.24,0.13949999999999999,0.1045,0.10369999999999999,0.17309999999999998,1.27,7324930.0,21073900000.0,0.54,0.1093
CMIG4,11.11,6.7,1.16,0.7,0.1014,0.449,7.8,5.02,-1.31,6.37,5.15,0.13949999999999999,0.1045,0.10369999999999999,0.17309999999999998,1.27,143106000.0,21073900000.0,0.54,0.1093
CMIN3,4.03,7.94,1.68,1.851,0.24850000000000003,0.834,2.97,5.32,-13.09,4.95,4.03,0.3478,0.2329,0.26489999999999997,0.2113,2.77,40612300.0,13168100000.0,0.62,-0.43770000000000003
CMMA4,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,-0.0192,0.0,0.0,-79623000.0,0.0,0.0
CNFB4,5.99,9.01,1.57,1.511,0.0,0.872,3.47,8.27,53.95,10.05,7.85,0.1827,0.1677,0.1201,0.1739,2.2,0.0,1552470000.0,0.47,-0.1061
COCE3,57.7,8.66,1.21,0.506,0.0337,0.361,-5.75,3.04,-0.82,5.87,4.71,0.1661,0.0584,0.1375,0.1398,0.81,0.0,3710520000.0,1.2,0.1591
COCE5,43.31,6.5,0.91,0.38,0.0449,0.271,-4.31,2.29,-0.62,5.11,4.1,0.1661,0.0584,0.1375,0.1398,0.81,4119690.0,3710520000.0,1.2,0.1591
COCE6,35.0,5.25,0.73,0.307,0.0,0.219,-3.49,1.85,-0.5,4.67,3.75,0.1661,0.0584,0.1375,0.1398,0.81,0.0,3710520000.0,1.2,0.1591
COGN3,2.17,-15.64,0.33,0.832,0.0,0.155,4.34,5.41,-0.5,13.36,7.01,0.1539,-0.0581,0.0323,-0.021,1.24,103724000.0,12389900000.0,0.66,-0.0696
CORR3,12.0,-0.41,-0.38,0.121,0.0,0.014,0.02,-0.17,-0.04,8.55,8.79,-0.7020000000000001,-0.29460000000000003,-0.2632,0.9148000000000001,30.58,0.0,-739000.0,0.0,0.1591
CORR4,82.0,-2.81,-2.57,0.827,0.0,0.094,0.14,-1.18,-0.29,7.54,7.76,-0.7020000000000001,-0.29460000000000003,-0.2632,0.9148000000000001,30.58,0.0,-739000.0,0.0,0.1591
CPFE3,32.7,7.45,2.44,0.953,0.0992,0.571,-35.91,4.16,-1.04,6.28,5.33,0.2291,0.1309,0.155,0.32770000000000005,0.93,70553000.0,15423700000.0,1.53,0.0941
CPFG3,12.65,1.78,0.58,0.497,0.0,0.147,5.54,1.0,-0.4,1.68,1.27,0.495,0.42619999999999997,0.1673,0.32420000000000004,1.17,0.0,3995850000.0,0.83,0.11019999999999999
CPFG4,12.26,1.72,0.56,0.482,0.0,0.143,5.37,0.97,-0.39,1.65,1.25,0.495,0.42619999999999997,0.1673,0.32420000000000004,1.17,0.0,3995850000.0,0.83,0.11019999999999999
CPFP4,44.0,0.0,5.22,0.0,0.0,0.328,4.1,0.0,-0.49,0.0,0.0,0.0,0.0,0.0,0.0,1.42,0.0,447834000.0,7.45,0.0
CPLE11,37.66,23.47,0.98,0.9,0.1294,0.413,5.5,5.54,-1.15,7.96,5.93,0.1624,0.0403,0.08560000000000001,0.04190000000000001,1.54,21454700.0,20969700000.0,0.64,0.12890000000000001
CPLE3,6.83,21.28,0.89,0.816,0.1322,0.375,4.99,5.03,-1.05,7.45,5.55,0.1624,0.0403,0.08560000000000001,0.04190000000000001,1.54,10861000.0,20969700000.0,0.64,0.12890000000000001
CPLE5,23.12,72.03,3.02,2.763,0.0429,1.269,16.88,17.01,-3.54,19.43,14.48,0.1624,0.0403,0.08560000000000001,0.04190000000000001,1.54,1548.23,20969700000.0,0.64,0.12890000000000001
CPLE6,7.72,24.05,1.01,0.923,0.1286,0.424,5.64,5.68,-1.18,8.1,6.04,0.1624,0.0403,0.08560000000000001,0.04190000000000001,1.54,132858000.0,20969700000.0,0.64,0.12890000000000001
CPNY3,2.35,-11.0,0.42,0.232,0.0,0.054,0.2,1.21,-0.13,4.21,4.21,0.1913,-0.021099999999999997,0.0548,-0.038599999999999995,2.26,0.0,398830000.0,2.33,0.201
CPRE3,18.23,8.48,1.82,3.097,0.0,0.877,47.73,5.65,-2.59,5.82,4.35,0.5478999999999999,0.37170000000000003,0.1764,0.2151,1.12,0.0,5934540000.0,0.29,0.1832
CPSL3,38.02,8.56,3.49,0.787,0.0,2.043,7.39,5.79,11.84,5.48,5.48,0.1359,0.092,0.5715,0.4082,1.89,0.0,1634730000.0,0.17,0.16210000000000002
CRBM3,90.0,-28.95,3.26,1.498,0.0,1.172,2.98,-15.45,16.9,-14.17,-14.17,-0.09699999999999999,-0.0518,-0.12710000000000002,-0.1128,2.24,0.0,827347000.0,0.45,-0.0158
CRBM7,60.0,-19.3,2.18,0.999,0.0,0.782,1.99,-10.3,11.26,-9.02,-9.02,-0.09699999999999999,-0.0518,-0.12710000000000002,-0.1128,2.24,0.0,827347000.0,0.45,-0.0158
CRDE3,17.79,-6.16,0.46,6.285,0.0,0.389,12.06,-4.57,-21.78,-3.48,-3.49,-1.3762999999999999,-1.0234999999999999,-0.09630000000000001,-0.0741,1.34,12998.9,94414000.0,0.0,-0.2717
CREM3,14.5,32.69,2.45,0.685,0.0,0.67,4.89,8.52,-5.41,12.04,7.07,0.0805,0.021,0.11359999999999999,0.075,1.29,0.0,189701000.0,1.58,-0.0027
CREM4,48.0,0.11,0.01,0.002,0.0,0.002,0.02,0.03,-0.02,3.55,2.09,0.0805,0.021,0.11359999999999999,0.075,1.29,0.0,189701000.0,1.58,-0.0027
CRFB3,15.79,14.26,1.66,0.35,0.021400000000000002,0.406,-16.73,7.75,-1.31,11.98,8.83,0.0452,0.027000000000000003,0.0643,0.1165,0.95,108000000.0,19994000000.0,1.04,0.1558
CRIV3,5.11,9.34,0.5,0.0,0.0049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053200000000000004,0.0,14064.0,1057520000.0,0.0,0.0252
CRIV4,5.18,9.47,0.5,0.0,0.0891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053200000000000004,0.0,21277.2,1057520000.0,0.0,0.0252
CRPG3,55.0,15.07,1.75,1.749,0.08650000000000001,1.36,2.94,17.37,3.8,15.68,11.62,0.1007,0.1161,0.0969,0.1162,4.91,127.91,911266000.0,0.01,0.1263
CRPG5,26.69,7.31,0.85,0.849,0.1782,0.66,1.43,8.43,1.84,6.74,4.99,0.1007,0.1161,0.0969,0.1162,4.91,570900.0,911266000.0,0.01,0.1263
CRPG6,26.49,7.26,0.84,0.843,0.1795,0.655,1.41,8.37,1.83,6.68,4.94,0.1007,0.1161,0.0969,0.1162,4.91,47610.4,911266000.0,0.01,0.1263
CRTP3,86.5,22.26,2.38,2.435,0.0,1.57,5.55,19.63,8.19,18.02,18.02,0.124,0.1094,0.12359999999999999,0.10679999999999999,2.14,0.0,1210570000.0,0.12,0.1011
CRTP5,62.1,15.98,1.71,1.748,0.0,1.127,3.98,14.09,5.88,12.48,12.48,0.124,0.1094,0.12359999999999999,0.10679999999999999,2.14,0.0,1210570000.0,0.12,0.1011
CRUZ3,27.59,25.31,22.46,6.614,0.0,7.185,62.03,20.74,124.93,20.75,19.27,0.3189,0.2613,0.46799999999999997,0.8876000000000001,1.19,0.0,1877350000.0,0.63,0.0304
CSAB3,41.0,-79.43,1.65,66.43,0.0248,0.811,0.0,-34.02,0.0,0.0,0.0,-1.9525,-0.8362999999999999,0.0,-0.0208,0.0,95.35,190979000.0,0.0,-0.2884
CSAB4,42.0,-81.37,1.69,68.051,0.026699999999999998,0.831,0.0,-34.85,0.0,0.0,0.0,-1.9525,-0.8362999999999999,0.0,-0.0208,0.0,969.77,190979000.0,0.0,-0.2884
CSAN3,17.29,22.19,2.03,0.907,0.0248,0.286,2.73,6.24,-0.71,13.91,9.01,0.14529999999999998,0.0552,0.0556,0.0915,1.51,184998000.0,15968600000.0,3.46,0.3715
